    loop_time,loop_time_min,    pos_steps,      pos_rev,       pos_mm,    dis_steps,       dis_mm,      dis_rev,  spd_us/step,   spd_step/s,    spd_rev/s,     spd_mm/s,    direction,   event_code, rep_rate_kHz,    energy_nJ,    energy_uJ,   epoch_time
      192.723,        3.212,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,       16.000,        0.016,1617987854.779
      193.556,        3.226,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987855.606
      193.878,        3.231,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987855.935
      194.700,        3.245,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987856.753
      194.922,        3.249,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987856.971
      195.765,        3.263,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987857.813
      196.086,        3.268,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987858.140
      196.899,        3.282,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987858.951
      197.210,        3.287,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987859.266
      197.994,        3.300,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987860.049
      198.375,        3.306,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987860.428
      199.028,        3.317,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987861.082
      199.520,        3.325,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987861.574
      200.112,        3.335,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987862.165
      200.574,        3.343,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987862.624
      201.186,        3.353,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987863.232
      201.678,        3.361,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987863.725
      202.290,        3.371,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987864.333
      202.782,        3.380,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987864.829
      203.414,        3.390,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987865.463
      203.906,        3.398,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987865.949
      204.529,        3.409,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,       50.000,     -178.000,       -0.178,1617987866.569
      204.950,        3.416,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987866.994
      205.563,        3.426,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987867.604
      206.085,        3.435,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987868.126
      206.667,        3.444,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987868.711
      207.149,        3.452,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987869.193
      207.772,        3.463,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987869.813
      208.113,        3.469,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987870.159
      208.826,        3.480,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987870.870
      209.137,        3.486,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987871.173
      209.900,        3.498,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987871.939
      210.272,        3.505,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987872.314
      211.054,        3.518,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987873.094
      211.366,        3.523,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987873.408
      212.008,        3.533,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987874.049
      212.380,        3.540,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987874.412
      213.183,        3.553,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987875.215
      213.494,        3.558,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987875.534
      214.317,        3.572,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987876.355
      214.638,        3.577,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987876.672
      215.402,        3.590,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987877.441
      215.712,        3.595,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987877.741
      216.526,        3.609,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987878.558
      216.857,        3.614,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987878.889
      217.680,        3.628,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987879.709
      217.871,        3.631,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987879.906
      218.734,        3.646,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987880.761
      219.046,        3.651,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987881.074
      219.839,        3.664,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987881.871
      220.170,        3.670,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987882.195
      220.963,        3.683,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987882.989
      221.284,        3.688,      20000.0,       25.000,      100.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,     -178.000,       -0.178,1617987883.310
      222.078,        3.701,      19334.0,       24.000,       96.000,         1334,        6.000,        1.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987884.103
      222.419,        3.707,      19001.0,       23.000,       95.000,         1001,        5.000,        1.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987884.444
      223.182,        3.720,      18256.0,       22.000,       91.000,          256,        1.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987885.213
      223.493,        3.725,      18000.0,       22.000,       90.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987885.520
      224.326,        3.739,      18000.0,       22.000,       90.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987886.348
      224.507,        3.742,      18000.0,       22.000,       90.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987886.536
      225.521,        3.759,      18000.0,       22.000,       90.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987887.542
      225.521,        3.759,      18000.0,       22.000,       90.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987887.542
      226.676,        3.778,      18000.0,       22.000,       90.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987888.697
      226.676,        3.778,      18000.0,       22.000,       90.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987888.697
      227.800,        3.797,      18000.0,       22.000,       90.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987889.817
      227.800,        3.797,      18000.0,       22.000,       90.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987889.817
      228.964,        3.816,      18000.0,       22.000,       90.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987890.981
      228.964,        3.816,      18000.0,       22.000,       90.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987890.981
      230.179,        3.836,      18000.0,       22.000,       90.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987892.203
      230.179,        3.836,      18000.0,       22.000,       90.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987892.203
      231.364,        3.856,      18000.0,       22.000,       90.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987893.381
      231.364,        3.856,      18000.0,       22.000,       90.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987893.381
      232.498,        3.875,      17043.0,       21.000,       85.000,         1043,        5.000,        1.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987894.511
      232.498,        3.875,      17043.0,       21.000,       85.000,         1043,        5.000,        1.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987894.511
      233.602,        3.893,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987895.620
      233.602,        3.893,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987895.620
      234.727,        3.912,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987896.738
      234.727,        3.912,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987896.738
      235.962,        3.933,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987897.976
      235.962,        3.933,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987897.976
      237.066,        3.951,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987899.074
      237.066,        3.951,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987899.074
      238.200,        3.970,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987900.208
      238.200,        3.970,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987900.208
      239.345,        3.989,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987901.356
      239.345,        3.989,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987901.356
      240.369,        4.006,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987902.377
      240.369,        4.006,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,     -178.000,       -0.178,1617987902.377
      241.494,        4.025,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987903.501
      241.494,        4.025,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987903.501
      242.568,        4.043,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987904.571
      242.568,        4.043,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987904.571
      243.672,        4.061,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987905.680
      243.672,        4.061,      16000.0,       20.000,       80.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987905.680
      244.746,        4.079,      15099.0,       18.000,       75.000,         1099,        5.000,        1.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987906.750
      244.746,        4.079,      15099.0,       18.000,       75.000,         1099,        5.000,        1.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987906.750
      245.740,        4.096,      14129.0,       17.000,       70.000,          129,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987907.743
      245.740,        4.096,      14129.0,       17.000,       70.000,          129,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987907.743
      246.904,        4.115,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987908.904
      246.904,        4.115,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987908.904
      247.999,        4.133,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       28.000,        0.028,1617987909.999
      247.999,        4.133,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       28.000,        0.028,1617987909.999
      249.033,        4.151,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       28.000,        0.028,1617987911.035
      249.033,        4.151,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       28.000,        0.028,1617987911.035
      250.107,        4.168,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       28.000,        0.028,1617987912.105
      250.107,        4.168,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       28.000,        0.028,1617987912.105
      251.272,        4.188,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       28.000,        0.028,1617987913.272
      251.272,        4.188,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       28.000,        0.028,1617987913.272
      252.386,        4.206,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       28.000,        0.028,1617987914.386
      252.386,        4.206,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       28.000,        0.028,1617987914.386
      253.500,        4.225,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987915.491
      253.500,        4.225,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987915.491
      254.614,        4.244,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987916.611
      254.614,        4.244,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987916.611
      255.769,        4.263,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987917.759
      255.769,        4.263,      14000.0,       17.000,       70.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987917.759
      256.914,        4.282,      13364.0,       16.000,       66.000,         1364,        6.000,        1.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987918.904
      256.914,        4.282,      13364.0,       16.000,       66.000,         1364,        6.000,        1.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987918.904
      258.028,        4.300,      12277.0,       15.000,       61.000,          277,        1.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987920.018
      258.028,        4.300,      12277.0,       15.000,       61.000,          277,        1.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987920.018
      259.162,        4.319,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987921.156
      259.162,        4.319,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987921.156
      260.287,        4.338,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987922.279
      260.287,        4.338,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987922.279
      261.381,        4.356,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987923.374
      261.381,        4.356,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987923.374
      262.506,        4.375,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987924.498
      262.506,        4.375,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987924.498
      263.630,        4.394,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987925.620
      263.630,        4.394,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       31.000,        0.031,1617987925.620
      264.634,        4.411,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987926.622
      264.804,        4.413,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987926.787
      265.678,        4.428,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987927.666
      265.838,        4.431,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987927.822
      266.822,        4.447,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987928.803
      267.013,        4.450,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987928.993
      267.826,        4.464,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987929.810
      268.027,        4.467,      12000.0,       15.000,       60.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987930.014
      268.880,        4.481,      11667.0,       14.000,       58.000,         1667,        8.000,        2.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987930.859
      269.202,        4.487,      11353.0,       14.000,       56.000,         1353,        6.000,        1.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987931.179
      270.045,        4.501,      10530.0,       13.000,       52.000,          530,        2.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987932.028
      270.206,        4.503,      10372.0,       12.000,       51.000,          372,        1.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            4,       50.000,       34.000,        0.034,1617987932.190
      271.139,        4.519,      10000.0,       12.000,       50.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,       28.000,        0.028,1617987933.119
      271.310,        4.522,      10000.0,       12.000,       50.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,       28.000,        0.028,1617987933.287
      272.264,        4.538,      10000.0,       12.000,       50.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,       28.000,        0.028,1617987934.238
      272.414,        4.540,      10000.0,       12.000,       50.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,       28.000,        0.028,1617987934.392
      273.358,        4.556,      10000.0,       12.000,       50.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,       28.000,        0.028,1617987935.334
      273.508,        4.558,      10000.0,       12.000,       50.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,       28.000,        0.028,1617987935.487
      274.472,        4.575,      10000.0,       12.000,       50.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,       28.000,        0.028,1617987936.450
      274.643,        4.577,      10000.0,       12.000,       50.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,       28.000,        0.028,1617987936.619
      275.627,        4.594,      10000.0,       12.000,       50.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,       28.000,        0.028,1617987937.598
      275.808,        4.597,      10000.0,       12.000,       50.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,       28.000,        0.028,1617987937.783
      276.681,        4.611,      10000.0,       12.000,       50.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,           -1,            0,       50.000,       31.000,        0.031,1617987938.651
