    loop_time,loop_time_min,    pos_steps,      pos_rev,       pos_mm,    dis_steps,       dis_mm,      dis_rev,  spd_us/step,   spd_step/s,    spd_rev/s,     spd_mm/s,    direction,   event_code, rep_rate_kHz,    energy_nJ,    energy_uJ,   epoch_time
        1.456,        0.024,          0.0,        0.000,        0.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,     -999.000,     -999.000,     -999.000,     -999.000
        2.500,        0.042,          0.0,        0.000,        0.000,            0,        0.000,        0.000,     1000.000,     1000.000,        1.250,        5.000,            1,            0,     -999.000,     -999.000,     -999.000,     -999.000
