  loop_time,  pos_steps,    pos_rev,     pos_mm,  dis_steps,     dis_mm,    dis_rev,spd_us/step, spd_step/s,  spd_rev/s,   spd_mm/s,  direction, event_code
    633.696,  58650.000,     73.000,    293.000,  58650.000,    293.000,     73.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    634.770,  57602.000,     72.000,    288.000,  57602.000,    288.000,     72.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    635.974,  56427.000,     70.000,    282.000,  56427.000,    282.000,     70.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    636.998,  55429.000,     69.000,    277.000,  55429.000,    277.000,     69.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    638.072,  54381.000,     67.000,    271.000,  54381.000,    271.000,     67.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    639.267,  53216.000,     66.000,    266.000,  53216.000,    266.000,     66.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    640.462,  52052.000,     65.000,    260.000,  52052.000,    260.000,     65.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    641.616,  50927.000,     63.000,    254.000,  50927.000,    254.000,     63.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    642.670,  49899.000,     62.000,    249.000,  49899.000,    249.000,     62.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    643.765,  48831.000,     61.000,    244.000,  48831.000,    244.000,     61.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    644.970,  47654.000,     59.000,    238.000,  47654.000,    238.000,     59.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    646.014,  46635.000,     58.000,    233.000,  46635.000,    233.000,     58.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    647.088,  45587.000,     56.000,    227.000,  45587.000,    227.000,     56.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    648.142,  44558.000,     55.000,    222.000,  44558.000,    222.000,     55.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    649.186,  43541.000,     54.000,    217.000,  43541.000,    217.000,     54.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    650.250,  42504.000,     53.000,    212.000,  42504.000,    212.000,     53.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    651.314,  41465.000,     51.000,    207.000,  41465.000,    207.000,     51.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    652.378,  40427.000,     50.000,    202.000,  40427.000,    202.000,     50.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    653.563,  39272.000,     49.000,    196.000,  39272.000,    196.000,     49.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    654.597,  38264.000,     47.000,    191.000,  38264.000,    191.000,     47.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    655.621,  37267.000,     46.000,    186.000,  37267.000,    186.000,     46.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    656.776,  36142.000,     45.000,    180.000,  36142.000,    180.000,     45.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    657.860,  35085.000,     43.000,    175.000,  35085.000,    175.000,     43.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    658.924,  34047.000,     42.000,    170.000,  34047.000,    170.000,     42.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    659.968,  33030.000,     41.000,    165.000,  33030.000,    165.000,     41.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    661.022,  32002.000,     40.000,    160.000,  32002.000,    160.000,     40.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    662.106,  30945.000,     38.000,    154.000,  30945.000,    154.000,     38.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    663.160,  29916.000,     37.000,    149.000,  29916.000,    149.000,     37.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    664.214,  28891.000,     36.000,    144.000,  28891.000,    144.000,     36.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    665.309,  27823.000,     34.000,    139.000,  27823.000,    139.000,     34.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    666.363,  26794.000,     33.000,    133.000,  26794.000,    133.000,     33.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    667.427,  25756.000,     32.000,    128.000,  25756.000,    128.000,     32.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    668.451,  24758.000,     30.000,    123.000,  24758.000,    123.000,     30.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    669.495,  23741.000,     29.000,    118.000,  23741.000,    118.000,     29.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    670.560,  22704.000,     28.000,    113.000,  22704.000,    113.000,     28.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    671.604,  21685.000,     27.000,    108.000,  21685.000,    108.000,     27.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    672.688,  20628.000,     25.000,    103.000,  20628.000,    103.000,     25.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    673.722,  19618.000,     24.000,     98.000,  19618.000,     98.000,     24.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    674.776,  18590.000,     23.000,     92.000,  18590.000,     92.000,     23.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    675.850,  17541.000,     21.000,     87.000,  17541.000,     87.000,     21.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    676.944,  16473.000,     20.000,     82.000,  16473.000,     82.000,     20.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    678.008,  15435.000,     19.000,     77.000,  15435.000,     77.000,     19.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    679.173,  14298.000,     17.000,     71.000,  14298.000,     71.000,     17.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    680.278,  13220.000,     16.000,     66.000,  13220.000,     66.000,     16.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    681.302,  12222.000,     15.000,     61.000,  12222.000,     61.000,     15.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    682.356,  11195.000,     13.000,     55.000,  11195.000,     55.000,     13.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    683.430,  10148.000,     12.000,     50.000,  10148.000,     50.000,     12.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    684.614,   8994.000,     11.000,     44.000,   8994.000,     44.000,     11.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    685.678,   7957.000,      9.000,     39.000,   7957.000,     39.000,      9.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    686.712,   6949.000,      8.000,     34.000,   6949.000,     34.000,      8.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    687.787,   5901.000,      7.000,     29.000,   5901.000,     29.000,      7.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    688.841,   4871.000,      6.000,     24.000,   4871.000,     24.000,      6.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    689.895,   3843.000,      4.000,     19.000,   3843.000,     19.000,      4.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    690.969,   2796.000,      3.000,     13.000,   2796.000,     13.000,      3.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    692.033,   1759.000,      2.000,      8.000,   1759.000,      8.000,      2.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    693.228,    596.000,      0.000,      2.000,    596.000,      2.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    694.382,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    695.567,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    696.571,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    697.776,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    698.950,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    700.135,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    701.280,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    702.404,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    703.588,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    704.793,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    705.968,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    707.132,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    708.307,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    709.441,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    710.465,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    711.660,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    712.824,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    713.969,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    715.174,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    716.208,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    717.362,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    718.507,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    719.681,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    720.736,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    721.900,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    723.064,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    724.229,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    725.374,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    726.538,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    727.672,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    728.877,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    729.931,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    731.026,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    732.220,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    733.425,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    734.590,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    735.774,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    736.928,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    737.983,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    739.127,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    740.292,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    741.486,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    742.691,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    743.836,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    745.030,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    746.205,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    747.360,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    748.494,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    749.638,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    750.773,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    751.817,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    752.992,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    754.176,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    755.310,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    756.415,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    757.569,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    758.714,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    759.918,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    761.063,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    762.137,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    763.262,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    764.426,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    765.540,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    766.735,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    767.890,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    769.064,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    770.198,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    771.343,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    772.548,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    773.582,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    774.636,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    775.780,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    776.875,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    778.080,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    779.224,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    780.388,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    781.583,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    782.688,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    783.802,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    784.906,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    786.000,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    787.145,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    788.299,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    789.454,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    790.638,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    791.803,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    792.998,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    794.162,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    795.327,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    796.512,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    797.566,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    798.760,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    799.955,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    801.099,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    802.254,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    803.418,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    804.573,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    805.758,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    806.932,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    808.086,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    809.231,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    810.396,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    811.570,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    812.584,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    813.608,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    814.813,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    815.978,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    817.012,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    818.126,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    819.290,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    820.455,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    821.630,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    822.674,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    823.818,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    824.852,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    825.946,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    827.030,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    828.175,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    829.350,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    830.524,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    831.588,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    832.763,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    833.928,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    835.072,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    836.236,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    837.391,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    838.546,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    839.730,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    840.905,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    842.080,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    843.224,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    844.378,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    845.422,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    846.607,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    847.812,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    848.846,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    850.040,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    851.175,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    852.299,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    853.474,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    854.648,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    855.813,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    856.998,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    858.182,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    859.367,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    860.542,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    861.706,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    862.710,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    863.854,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    864.878,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    866.033,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    867.168,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    868.272,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    869.416,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    870.591,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    871.615,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    872.669,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    873.783,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    874.928,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
