  loop_time,  pos_steps,    pos_rev,     pos_mm,  dis_steps,     dis_mm,    dis_rev,spd_us/step, spd_step/s,  spd_rev/s,   spd_mm/s,  direction, event_code
    410.363,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          1
    411.488,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          1
    412.632,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          1
    413.726,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          1
    414.870,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          1
    415.915,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          1
    416.939,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          1
    418.093,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          1
    419.258,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          1
    420.272,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          1
    421.286,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          1
    422.430,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          1
    423.584,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    424.578,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    425.693,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    426.868,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    428.032,      0.000,      0.000,      0.000,      0.000,      0.000,      0.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    429.277,     -9.000,      0.000,      0.000, 239991.000,   1199.000,    299.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    430.271,   -980.000,     -1.000,     -4.000, 239020.000,   1195.000,    298.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    431.335,  -2017.000,     -2.000,    -10.000, 237983.000,   1189.000,    297.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    432.540,  -3192.000,     -3.000,    -15.000, 236808.000,   1184.000,    296.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    433.614,  -4238.000,     -5.000,    -21.000, 235762.000,   1178.000,    294.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    434.688,  -5284.000,     -6.000,    -26.000, 234716.000,   1173.000,    293.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    435.742,  -6312.000,     -7.000,    -31.000, 233688.000,   1168.000,    292.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    436.846,  -7390.000,     -9.000,    -36.000, 232610.000,   1163.000,    290.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    437.890,  -8406.000,    -10.000,    -42.000, 231594.000,   1157.000,    289.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    439.095,  -9583.000,    -11.000,    -47.000, 230417.000,   1152.000,    288.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    440.150, -10607.000,    -13.000,    -53.000, 229393.000,   1146.000,    286.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    441.194, -11624.000,    -14.000,    -58.000, 228376.000,   1141.000,    285.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    442.268, -12671.000,    -15.000,    -63.000, 227329.000,   1136.000,    284.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    443.332, -13708.000,    -17.000,    -68.000, 226292.000,   1131.000,    282.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    444.406, -14756.000,    -18.000,    -73.000, 225244.000,   1126.000,    281.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    445.470, -15793.000,    -19.000,    -78.000, 224207.000,   1121.000,    280.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    446.514, -16809.000,    -21.000,    -84.000, 223191.000,   1115.000,    278.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    447.558, -17828.000,    -22.000,    -89.000, 222172.000,   1110.000,    277.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    448.763, -19003.000,    -23.000,    -95.000, 220997.000,   1104.000,    276.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    449.968, -20176.000,    -25.000,   -100.000, 219824.000,   1099.000,    274.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    451.072, -21253.000,    -26.000,   -106.000, 218747.000,   1093.000,    273.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    452.106, -22260.000,    -27.000,   -111.000, 217740.000,   1088.000,    272.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    453.160, -23287.000,    -29.000,   -116.000, 216713.000,   1083.000,    270.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    454.234, -24333.000,    -30.000,   -121.000, 215667.000,   1078.000,    269.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    455.298, -25372.000,    -31.000,   -126.000, 214628.000,   1073.000,    268.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    456.373, -26422.000,    -33.000,   -132.000, 213578.000,   1067.000,    266.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    457.417, -27440.000,    -34.000,   -137.000, 212560.000,   1062.000,    265.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    458.471, -28467.000,    -35.000,   -142.000, 211533.000,   1057.000,    264.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    459.515, -29485.000,    -36.000,   -147.000, 210515.000,   1052.000,    263.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    460.599, -30542.000,    -38.000,   -152.000, 209458.000,   1047.000,    261.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    461.643, -31561.000,    -39.000,   -157.000, 208439.000,   1042.000,    260.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    462.738, -32628.000,    -40.000,   -163.000, 207372.000,   1036.000,    259.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    463.812, -33675.000,    -42.000,   -168.000, 206325.000,   1031.000,    257.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    464.876, -34713.000,    -43.000,   -173.000, 205287.000,   1026.000,    256.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    465.960, -35771.000,    -44.000,   -178.000, 204229.000,   1021.000,    255.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    466.974, -36760.000,    -45.000,   -183.000, 203240.000,   1016.000,    254.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    468.008, -37769.000,    -47.000,   -188.000, 202231.000,   1011.000,    252.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    469.072, -38806.000,    -48.000,   -194.000, 201194.000,   1005.000,    251.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    470.116, -39823.000,    -49.000,   -199.000, 200177.000,   1000.000,    250.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    471.291, -40968.000,    -51.000,   -204.000, 199032.000,    995.000,    248.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    472.365, -42014.000,    -52.000,   -210.000, 197986.000,    989.000,    247.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    473.399, -43022.000,    -53.000,   -215.000, 196978.000,    984.000,    246.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    474.464, -44060.000,    -55.000,   -220.000, 195940.000,    979.000,    244.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    475.508, -45078.000,    -56.000,   -225.000, 194922.000,    974.000,    243.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    476.542, -46088.000,    -57.000,   -230.000, 193912.000,    969.000,    242.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    477.616, -47135.000,    -58.000,   -235.000, 192865.000,    964.000,    241.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    478.800, -48291.000,    -60.000,   -241.000, 191709.000,    958.000,    239.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    479.874, -49336.000,    -61.000,   -246.000, 190664.000,    953.000,    238.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    480.949, -50382.000,    -62.000,   -251.000, 189618.000,    948.000,    237.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    482.023, -51430.000,    -64.000,   -257.000, 188570.000,    942.000,    235.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    483.097, -52477.000,    -65.000,   -262.000, 187523.000,    937.000,    234.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    484.151, -53504.000,    -66.000,   -267.000, 186496.000,    932.000,    233.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    485.226, -54554.000,    -68.000,   -272.000, 185446.000,    927.000,    231.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    486.290, -55591.000,    -69.000,   -277.000, 184409.000,    922.000,    230.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    487.374, -56648.000,    -70.000,   -283.000, 183352.000,    916.000,    229.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    488.458, -57705.000,    -72.000,   -288.000, 182295.000,    911.000,    227.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    489.492, -58712.000,    -73.000,   -293.000, 181288.000,    906.000,    226.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    490.536, -59728.000,    -74.000,   -298.000, 180272.000,    901.000,    225.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    491.610, -60775.000,    -75.000,   -303.000, 179225.000,    896.000,    224.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    492.684, -61823.000,    -77.000,   -309.000, 178177.000,    890.000,    222.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    493.698, -62809.000,    -78.000,   -314.000, 177191.000,    885.000,    221.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    494.773, -63857.000,    -79.000,   -319.000, 176143.000,    880.000,    220.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          4
    495.837, -64246.000,    -80.000,   -321.000, 239997.000,   1199.000,    299.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    496.871, -63236.000,    -79.000,   -316.000, 238987.000,   1194.000,    298.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    497.955, -62178.000,    -77.000,   -310.000, 237929.000,   1189.000,    297.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    498.989, -61173.000,    -76.000,   -305.000, 236924.000,   1184.000,    296.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    500.054, -60136.000,    -75.000,   -300.000, 235887.000,   1179.000,    294.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    501.088, -59127.000,    -73.000,   -295.000, 234878.000,   1174.000,    293.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    502.132, -58108.000,    -72.000,   -290.000, 233859.000,   1169.000,    292.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    503.196, -57072.000,    -71.000,   -285.000, 232823.000,   1164.000,    291.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    504.250, -56047.000,    -70.000,   -280.000, 231798.000,   1158.000,    289.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    505.294, -55030.000,    -68.000,   -275.000, 230781.000,   1153.000,    288.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    506.368, -53984.000,    -67.000,   -269.000, 229735.000,   1148.000,    287.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    507.422, -52956.000,    -66.000,   -264.000, 228707.000,   1143.000,    285.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    508.526, -51878.000,    -64.000,   -259.000, 227629.000,   1138.000,    284.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    509.560, -50869.000,    -63.000,   -254.000, 226620.000,   1133.000,    283.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    510.655, -49803.000,    -62.000,   -249.000, 225554.000,   1127.000,    281.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    511.719, -48766.000,    -60.000,   -243.000, 224517.000,   1122.000,    280.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    512.763, -47748.000,    -59.000,   -238.000, 223499.000,   1117.000,    279.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    513.817, -46724.000,    -58.000,   -233.000, 222475.000,   1112.000,    278.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    514.881, -45687.000,    -57.000,   -228.000, 221438.000,   1107.000,    276.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    515.926, -44669.000,    -55.000,   -223.000, 220420.000,   1102.000,    275.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    516.970, -43650.000,    -54.000,   -218.000, 219401.000,   1097.000,    274.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    518.024, -42622.000,    -53.000,   -213.000, 218373.000,   1091.000,    272.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    519.098, -41574.000,    -51.000,   -207.000, 217325.000,   1086.000,    271.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    520.162, -40538.000,    -50.000,   -202.000, 216289.000,   1081.000,    270.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    521.196, -39530.000,    -49.000,   -197.000, 215281.000,   1076.000,    269.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    522.250, -38501.000,    -48.000,   -192.000, 214252.000,   1071.000,    267.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    523.324, -37453.000,    -46.000,   -187.000, 213204.000,   1066.000,    266.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    524.358, -36443.000,    -45.000,   -182.000, 212194.000,   1060.000,    265.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    525.412, -35416.000,    -44.000,   -177.000, 211167.000,   1055.000,    263.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    526.486, -34369.000,    -42.000,   -171.000, 210120.000,   1050.000,    262.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    527.561, -33321.000,    -41.000,   -166.000, 209072.000,   1045.000,    261.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    528.645, -32264.000,    -40.000,   -161.000, 208015.000,   1040.000,    260.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    529.709, -31227.000,    -39.000,   -156.000, 206978.000,   1034.000,    258.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    530.743, -30219.000,    -37.000,   -151.000, 205970.000,   1029.000,    257.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    531.787, -29201.000,    -36.000,   -146.000, 204952.000,   1024.000,    256.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    532.872, -28143.000,    -35.000,   -140.000, 203894.000,   1019.000,    254.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    533.916, -27125.000,    -33.000,   -135.000, 202876.000,   1014.000,    253.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    534.970, -26098.000,    -32.000,   -130.000, 201849.000,   1009.000,    252.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    536.014, -25083.000,    -31.000,   -125.000, 200834.000,   1004.000,    251.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    537.078, -24047.000,    -30.000,   -120.000, 199798.000,    998.000,    249.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    538.152, -23002.000,    -28.000,   -115.000, 198753.000,    993.000,    248.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    539.206, -21975.000,    -27.000,   -109.000, 197726.000,    988.000,    247.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    540.250, -20957.000,    -26.000,   -104.000, 196708.000,    983.000,    245.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    541.294, -19940.000,    -24.000,    -99.000, 195691.000,    978.000,    244.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    542.358, -18906.000,    -23.000,    -94.000, 194657.000,    973.000,    243.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    543.392, -17900.000,    -22.000,    -89.000, 193651.000,    968.000,    242.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    544.477, -16843.000,    -21.000,    -84.000, 192594.000,    962.000,    240.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    545.551, -15795.000,    -19.000,    -78.000, 191546.000,    957.000,    239.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    546.615, -14757.000,    -18.000,    -73.000, 190508.000,    952.000,    238.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    547.710, -13688.000,    -17.000,    -68.000, 189439.000,    947.000,    236.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    548.764, -12662.000,    -15.000,    -63.000, 188413.000,    942.000,    235.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    549.818, -11635.000,    -14.000,    -58.000, 187386.000,    936.000,    234.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    550.862, -10620.000,    -13.000,    -53.000, 186371.000,    931.000,    232.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    551.896,  -9617.000,    -12.000,    -48.000, 185368.000,    926.000,    231.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    552.960,  -8579.000,    -10.000,    -42.000, 184330.000,    921.000,    230.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    554.014,  -7552.000,     -9.000,    -37.000, 183303.000,    916.000,    229.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    555.088,  -6503.000,     -8.000,    -32.000, 182254.000,    911.000,    227.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    556.162,  -5457.000,     -6.000,    -27.000, 181208.000,    906.000,    226.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    557.227,  -4419.000,     -5.000,    -22.000, 180170.000,    900.000,    225.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    558.271,  -3402.000,     -4.000,    -17.000, 179153.000,    895.000,    223.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    559.335,  -2363.000,     -2.000,    -11.000, 178114.000,    890.000,    222.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    560.369,  -1353.000,     -1.000,     -6.000, 177104.000,    885.000,    221.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    561.564,   -189.000,      0.000,      0.000, 175940.000,    879.000,    219.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    562.738,    956.000,      1.000,      4.000, 174795.000,    873.000,    218.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    563.913,   2102.000,      2.000,     10.000, 173649.000,    868.000,    217.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    565.078,   3238.000,      4.000,     16.000, 172513.000,    862.000,    215.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    566.142,   4278.000,      5.000,     21.000, 171473.000,    857.000,    214.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    567.216,   5325.000,      6.000,     26.000, 170426.000,    852.000,    213.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    568.390,   6470.000,      8.000,     32.000, 169281.000,    846.000,    211.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    569.565,   7615.000,      9.000,     38.000, 168136.000,    840.000,    210.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    570.609,   8633.000,     10.000,     43.000, 167118.000,    835.000,    208.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    571.653,   9651.000,     12.000,     48.000, 166100.000,    830.000,    207.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    572.727,  10696.000,     13.000,     53.000, 165055.000,    825.000,    206.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    573.771,  11712.000,     14.000,     58.000, 164039.000,    820.000,    205.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    574.846,  12761.000,     15.000,     63.000, 162990.000,    814.000,    203.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    575.920,  13806.000,     17.000,     69.000, 161945.000,    809.000,    202.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    576.984,  14844.000,     18.000,     74.000, 160907.000,    804.000,    201.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    578.188,  16017.000,     20.000,     80.000, 159734.000,    798.000,    199.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    579.243,  17045.000,     21.000,     85.000, 158706.000,    793.000,    198.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    580.317,  18091.000,     22.000,     90.000, 157660.000,    788.000,    197.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    581.381,  19127.000,     23.000,     95.000, 156624.000,    783.000,    195.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    582.415,  20135.000,     25.000,    100.000, 155616.000,    778.000,    194.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    583.489,  21182.000,     26.000,    105.000, 154569.000,    772.000,    193.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    584.564,  22231.000,     27.000,    111.000, 153520.000,    767.000,    191.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    585.578,  23218.000,     29.000,    116.000, 152533.000,    762.000,    190.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    586.662,  24275.000,     30.000,    121.000, 151476.000,    757.000,    189.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    587.736,  25321.000,     31.000,    126.000, 150430.000,    752.000,    188.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    588.800,  26357.000,     32.000,    131.000, 149394.000,    746.000,    186.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    589.864,  27394.000,     34.000,    136.000, 148357.000,    741.000,    185.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    590.918,  28421.000,     35.000,    142.000, 147330.000,    736.000,    184.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    592.012,  29486.000,     36.000,    147.000, 146265.000,    731.000,    182.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    593.217,  30659.000,     38.000,    153.000, 145092.000,    725.000,    181.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    594.282,  31695.000,     39.000,    158.000, 144056.000,    720.000,    180.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    595.346,  32732.000,     40.000,    163.000, 143019.000,    715.000,    178.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    596.560,  33915.000,     42.000,    169.000, 141836.000,    709.000,    177.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    597.604,  34930.000,     43.000,    174.000, 140821.000,    704.000,    176.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    598.618,  35919.000,     44.000,    179.000, 139832.000,    699.000,    174.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    599.692,  36966.000,     46.000,    184.000, 138785.000,    693.000,    173.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    600.767,  38015.000,     47.000,    190.000, 137736.000,    688.000,    172.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    601.831,  39052.000,     48.000,    195.000, 136699.000,    683.000,    170.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    602.865,  40059.000,     50.000,    200.000, 135692.000,    678.000,    169.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    603.919,  41085.000,     51.000,    205.000, 134666.000,    673.000,    168.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    604.993,  42132.000,     52.000,    210.000, 133619.000,    668.000,    167.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    606.058,  43170.000,     53.000,    215.000, 132581.000,    662.000,    165.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    607.152,  44237.000,     55.000,    221.000, 131514.000,    657.000,    164.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    608.206,  45266.000,     56.000,    226.000, 130485.000,    652.000,    163.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    609.250,  46281.000,     57.000,    231.000, 129470.000,    647.000,    161.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    610.314,  47320.000,     59.000,    236.000, 128431.000,    642.000,    160.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    611.519,  48495.000,     60.000,    242.000, 127256.000,    636.000,    159.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    612.583,  49532.000,     61.000,    247.000, 126219.000,    631.000,    157.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    613.657,  50579.000,     63.000,    252.000, 125172.000,    625.000,    156.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    614.711,  51605.000,     64.000,    258.000, 124146.000,    620.000,    155.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    615.766,  52633.000,     65.000,    263.000, 123118.000,    615.000,    153.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    616.810,  53651.000,     67.000,    268.000, 122100.000,    610.000,    152.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    617.874,  54689.000,     68.000,    273.000, 121062.000,    605.000,    151.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    618.918,  55707.000,     69.000,    278.000, 120044.000,    600.000,    150.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    619.962,  56725.000,     70.000,    283.000, 119026.000,    595.000,    148.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    621.066,  57802.000,     72.000,    289.000, 117949.000,    589.000,    147.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    622.130,  58840.000,     73.000,    294.000, 116911.000,    584.000,    146.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    623.174,  59857.000,     74.000,    299.000, 115894.000,    579.000,    144.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    624.248,  60905.000,     76.000,    304.000, 114846.000,    574.000,    143.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    625.282,  61913.000,     77.000,    309.000, 113838.000,    569.000,    142.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    626.326,  62930.000,     78.000,    314.000, 112821.000,    564.000,    141.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    627.401,  63976.000,     79.000,    319.000, 111775.000,    558.000,    139.000,   1000.000,   1000.000,      1.250,      5.000,          1,          4
    628.485,  63728.000,     79.000,    318.000,  63728.000,    318.000,     79.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    629.529,  62710.000,     78.000,    313.000,  62710.000,    313.000,     78.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    630.593,  61673.000,     77.000,    308.000,  61673.000,    308.000,     77.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    631.648,  60644.000,     75.000,    303.000,  60644.000,    303.000,     75.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
    632.641,  59678.000,     74.000,    298.000,  59678.000,    298.000,     74.000,   1000.000,   1000.000,      1.250,      5.000,         -1,          0
