log_epoch_time	loop_time	pos_steps	pos_rev	pos_mm	dis_steps	dis_rev	dis_mm	spd_us/step	spd_step/s	spd_rev/s	spd_mm/s	direction	event_code	rep_rate_kHz	energy_nJ	energy_uJ	epoch_time
1636475280.19	21242.43	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475281.22	21243.46	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475282.29	21244.52	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475283.32	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475284.45	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475285.46	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475286.53	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475287.57	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475288.63	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475289.71	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475290.77	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475291.82	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475292.86	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475293.88	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475295.02	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475296.09	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475297.12	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475298.13	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475299.22	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
1636475300.30	21245.07	-9308513	-11635.00	-46542.00	0	0.00	0.00	5	200000.00	250.00	1000.00	-1	0	-999.00	-999.00	-999.00	-999.00
